id,sex,age_adjusted,age_cat,,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,,,
2908,Male,20,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
2910,Male,39,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
2913,Male,27,25 - 45,,African-American,0,10,3,0,18,,,25 - 45
2915,Male,35,25 - 45,,Caucasian,0,4,0,0,2,,,25 - 45
2917,Male,23,25 - 45,,Caucasian,0,4,0,1,3,,,25 - 45
2922,Male,48,Greater than 45,,African-American,0,7,0,0,5,,,Greater than 45
2923,Male,34,25 - 45,,Other,0,1,0,0,0,,,25 - 45
2926,Male,21,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
2927,Male,31,25 - 45,,African-American,0,5,0,0,7,,,25 - 45
2928,Male,33,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
2929,Male,19,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
2930,Male,26,25 - 45,,African-American,0,10,0,0,10,,,25 - 45
2931,Male,37,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
2932,Male,34,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
2933,Male,23,25 - 45,,African-American,0,8,0,0,8,,,25 - 45
2935,Male,66,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
2936,Male,25,25 - 45,,African-American,0,4,1,0,1,,,25 - 45
2937,Male,18,Less than 25,,Caucasian,0,5,0,0,0,,,Less than 25
2938,Male,25,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
2939,Female,21,Less than 25,,African-American,0,6,0,0,6,,,Less than 25
2943,Male,39,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
2946,Male,23,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
2951,Male,23,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
2952,Male,19,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
2955,Male,27,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
2961,Male,29,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
2963,Male,32,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
2964,Male,20,Less than 25,,Caucasian,0,2,0,0,1,,,Less than 25
2965,Male,25,25 - 45,,Hispanic,0,5,0,0,3,,,25 - 45
2968,Male,28,25 - 45,,African-American,0,3,0,0,4,,,25 - 45
2969,Male,57,Greater than 45,,Caucasian,0,1,0,0,3,,,Greater than 45
2970,Male,34,25 - 45,,Native American,0,2,0,0,0,,,25 - 45
2972,Male,48,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
2974,Male,54,Greater than 45,,African-American,0,5,0,0,8,,,Greater than 45
2976,Male,28,25 - 45,,African-American,0,5,0,0,5,,,25 - 45
2979,Male,41,25 - 45,,African-American,0,8,0,0,9,,,25 - 45
2982,Male,45,Greater than 45,,African-American,0,9,0,0,5,,,Greater than 45
2983,Female,23,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
2984,Male,48,Greater than 45,,African-American,0,3,0,0,5,,,Greater than 45
2985,Male,48,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
2988,Male,55,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
2990,Male,53,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
2992,Female,40,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
2993,Male,18,Less than 25,,Hispanic,2,8,0,0,2,,,Less than 25
2996,Male,18,Less than 25,,Other,0,4,0,0,0,,,Less than 25
3003,Male,39,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
3005,Male,18,Less than 25,,African-American,0,6,0,0,1,,,Less than 25
3010,Male,56,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3014,Male,20,Less than 25,,African-American,0,7,0,1,1,,,Less than 25
3015,Male,43,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
3020,Male,43,Greater than 45,,African-American,0,9,0,0,2,,,Greater than 45
3021,Female,43,25 - 45,,African-American,0,8,1,0,11,,,25 - 45
3023,Male,27,25 - 45,,African-American,0,9,1,0,14,,,25 - 45
3025,Male,40,25 - 45,,African-American,0,5,0,0,2,,,25 - 45
3027,Male,42,Greater than 45,,African-American,0,1,0,0,5,,,Greater than 45
3031,Male,27,25 - 45,,Caucasian,0,10,0,0,7,,,25 - 45
3033,Male,28,25 - 45,,Other,0,6,0,0,5,,,25 - 45
3034,Female,30,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
3036,Female,31,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
3037,Male,18,Less than 25,,Hispanic,0,5,0,0,1,,,Less than 25
3040,Male,54,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
3041,Male,35,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
3042,Female,37,25 - 45,,African-American,0,1,0,0,4,,,25 - 45
3046,Male,25,25 - 45,,African-American,0,4,0,1,4,,,25 - 45
3053,Male,32,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
3055,Male,58,Greater than 45,,African-American,0,2,0,0,5,,,Greater than 45
3056,Male,23,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
3057,Male,23,25 - 45,,African-American,0,7,0,0,4,,,25 - 45
3066,Female,22,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
3067,Male,24,25 - 45,,African-American,0,10,1,0,13,,,25 - 45
3069,Male,32,25 - 45,,Caucasian,0,2,0,1,1,,,25 - 45
3074,Male,30,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3078,Female,31,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
3081,Male,27,25 - 45,,African-American,0,2,0,1,3,,,25 - 45
3084,Female,47,Greater than 45,,African-American,0,4,0,0,7,,,Greater than 45
3085,Male,18,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
3086,Male,28,25 - 45,,Hispanic,0,10,0,0,16,,,25 - 45
3087,Male,29,25 - 45,,African-American,0,7,0,0,2,,,25 - 45
3089,Female,20,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
3090,Male,22,25 - 45,,African-American,0,6,0,0,1,,,25 - 45
3093,Female,21,Less than 25,,Caucasian,0,5,0,0,1,,,Less than 25
3094,Male,28,25 - 45,,African-American,0,10,0,0,13,,,25 - 45
3096,Male,58,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
3101,Male,26,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
3107,Male,44,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3112,Male,32,25 - 45,,African-American,0,8,0,0,0,,,25 - 45
3113,Male,33,25 - 45,,Hispanic,0,3,0,0,2,,,25 - 45
3114,Male,39,25 - 45,,Asian,0,8,0,0,2,,,25 - 45
3116,Male,20,Less than 25,,African-American,0,10,0,0,1,,,Less than 25
3117,Male,21,Less than 25,,African-American,0,6,0,0,3,,,Less than 25
3118,Male,25,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
3120,Male,18,Less than 25,,Hispanic,0,4,0,0,0,,,Less than 25
3122,Male,43,Greater than 45,,Caucasian,0,4,0,1,2,,,Greater than 45
3129,Male,54,Greater than 45,,African-American,0,2,0,0,1,,,Greater than 45
3131,Male,38,25 - 45,,Hispanic,0,5,0,0,8,,,25 - 45
3132,Male,29,25 - 45,,Hispanic,0,3,0,0,5,,,25 - 45
3136,Female,31,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3137,Male,45,Greater than 45,,Caucasian,0,8,0,0,2,,,Greater than 45
3138,Male,30,25 - 45,,African-American,0,6,0,0,11,,,25 - 45
3146,Male,35,25 - 45,,Hispanic,0,3,0,0,0,,,25 - 45
3152,Female,40,25 - 45,,Caucasian,0,8,0,0,7,,,25 - 45
3153,Male,29,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
3154,Male,31,25 - 45,,Other,0,7,0,0,3,,,25 - 45
3156,Male,46,Greater than 45,,Caucasian,0,1,0,0,4,,,Greater than 45
3157,Male,21,Less than 25,,Caucasian,0,4,0,0,0,,,Less than 25
3158,Male,23,25 - 45,,African-American,0,9,0,0,1,,,25 - 45
3159,Male,39,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
3160,Male,19,Less than 25,,African-American,0,6,0,0,1,,,Less than 25
3162,Male,27,25 - 45,,Caucasian,0,7,0,1,7,,,25 - 45
3163,Male,37,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
3164,Male,25,25 - 45,,African-American,0,6,2,1,13,,,25 - 45
3165,Male,35,25 - 45,,Caucasian,0,5,0,0,2,,,25 - 45
3166,Male,18,Less than 25,,Caucasian,0,2,0,0,0,,,Less than 25
3168,Male,22,25 - 45,,African-American,2,10,0,0,4,,,25 - 45
3169,Male,50,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3170,Female,25,25 - 45,,African-American,0,8,0,0,0,,,25 - 45
3174,Male,18,Less than 25,,Other,0,5,0,0,0,,,Less than 25
3175,Male,47,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
3176,Male,39,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
3182,Male,22,25 - 45,,African-American,0,5,0,0,2,,,25 - 45
3183,Male,40,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
3192,Male,34,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3197,Female,24,25 - 45,,Other,0,2,0,0,0,,,25 - 45
3198,Male,18,Less than 25,,Other,0,6,0,0,0,,,Less than 25
3206,Male,36,25 - 45,,African-American,0,6,0,0,9,,,25 - 45
3207,Male,58,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
3208,Female,27,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3212,Male,23,25 - 45,,African-American,0,7,0,0,0,,,25 - 45
3214,Female,28,25 - 45,,Hispanic,0,3,0,0,3,,,25 - 45
3217,Male,24,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
3218,Male,24,25 - 45,,Other,0,4,0,0,0,,,25 - 45
3223,Male,43,Greater than 45,,Caucasian,0,9,0,0,9,,,Greater than 45
3225,Male,19,Less than 25,,African-American,0,9,0,0,0,,,Less than 25
3226,Male,25,25 - 45,,African-American,0,8,0,0,4,,,25 - 45
3227,Male,42,25 - 45,,Caucasian,0,6,0,0,1,,,25 - 45
3230,Female,44,Greater than 45,,African-American,0,4,0,0,4,,,Greater than 45
3232,Female,44,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
3236,Male,27,25 - 45,,African-American,0,10,0,0,12,,,25 - 45
3240,Female,23,25 - 45,,African-American,0,7,0,0,5,,,25 - 45
3242,Male,20,Less than 25,,African-American,1,7,0,0,2,,,Less than 25
3247,Male,31,25 - 45,,Caucasian,0,6,0,0,1,,,25 - 45
3248,Male,68,Greater than 45,,Caucasian,0,1,0,0,11,,,Greater than 45
3250,Male,49,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
3255,Male,48,Greater than 45,,African-American,0,2,0,0,4,,,Greater than 45
3260,Male,52,Greater than 45,,African-American,0,6,0,0,21,,,Greater than 45
3265,Female,45,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3267,Male,24,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3268,Male,21,25 - 45,,Caucasian,0,7,2,0,5,,,25 - 45
3270,Male,19,Less than 25,,African-American,0,10,1,0,1,,,Less than 25
3272,Male,34,25 - 45,,African-American,0,10,0,1,26,,,25 - 45
3273,Male,20,Less than 25,,African-American,0,9,0,0,1,,,Less than 25
3278,Male,23,25 - 45,,African-American,0,10,0,0,4,,,25 - 45
3280,Female,24,25 - 45,,African-American,0,5,0,0,3,,,25 - 45
3283,Male,68,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3284,Male,34,25 - 45,,Caucasian,0,9,0,0,11,,,25 - 45
3286,Male,38,25 - 45,,Other,0,1,0,0,4,,,25 - 45
3288,Male,41,25 - 45,,African-American,0,4,0,0,18,,,25 - 45
3289,Male,35,25 - 45,,African-American,0,6,0,0,15,,,25 - 45
3290,Male,26,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
3291,Male,34,25 - 45,,African-American,0,2,0,0,8,,,25 - 45
3292,Male,35,25 - 45,,Hispanic,0,4,0,0,3,,,25 - 45
3293,Female,24,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
3294,Female,18,Less than 25,,Other,0,5,0,0,0,,,Less than 25
3295,Male,41,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
3298,Male,27,25 - 45,,Caucasian,0,5,0,0,6,,,25 - 45
3299,Male,26,25 - 45,,African-American,0,2,0,0,3,,,25 - 45
3301,Female,27,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3302,Female,23,25 - 45,,Caucasian,0,5,0,0,2,,,25 - 45
3304,Male,37,25 - 45,,African-American,0,2,0,0,3,,,25 - 45
3306,Male,30,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
3309,Male,24,25 - 45,,Caucasian,0,5,0,0,5,,,25 - 45
3310,Male,28,25 - 45,,Hispanic,0,3,1,0,1,,,25 - 45
3312,Male,58,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
3314,Male,28,25 - 45,,Caucasian,0,4,0,0,2,,,25 - 45
3315,Male,59,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3316,Female,25,25 - 45,,Caucasian,0,8,0,0,4,,,25 - 45
3318,Male,45,Greater than 45,,Caucasian,0,6,0,0,9,,,Greater than 45
3319,Female,38,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
3320,Male,22,Less than 25,,Caucasian,0,4,0,0,0,,,Less than 25
3326,Male,30,25 - 45,,African-American,0,10,0,0,4,,,25 - 45
3329,Male,40,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
3331,Male,22,25 - 45,,African-American,0,10,0,0,3,,,25 - 45
3332,Male,48,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
3335,Female,27,25 - 45,,Hispanic,0,3,0,0,0,,,25 - 45
3337,Male,30,25 - 45,,African-American,0,8,0,0,14,,,25 - 45
3338,Male,19,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
3339,Male,56,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3340,Male,36,25 - 45,,African-American,0,7,5,0,37,,,25 - 45
3342,Male,40,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
3344,Male,35,25 - 45,,African-American,0,7,0,0,2,,,25 - 45
3347,Female,34,25 - 45,,African-American,0,3,0,0,7,,,25 - 45
3349,Male,33,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
3350,Male,29,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
3351,Female,26,25 - 45,,African-American,0,4,0,0,3,,,25 - 45
3358,Male,38,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
3359,Male,29,25 - 45,,African-American,0,9,2,0,15,,,25 - 45
3360,Male,51,Greater than 45,,African-American,0,7,0,0,6,,,Greater than 45
3362,Male,22,Less than 25,,African-American,0,9,0,0,17,,,Less than 25
3369,Male,18,Less than 25,,African-American,0,9,0,1,1,,,Less than 25
3370,Female,27,25 - 45,,Hispanic,0,2,0,0,1,,,25 - 45
3371,Male,19,Less than 25,,African-American,0,3,0,1,0,,,Less than 25
3375,Male,50,Greater than 45,,Hispanic,0,7,0,0,9,,,Greater than 45
3376,Female,38,25 - 45,,Other,0,1,0,0,0,,,25 - 45
3380,Female,42,Greater than 45,,African-American,0,4,0,0,1,,,Greater than 45
3381,Male,27,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
3383,Male,44,Greater than 45,,African-American,0,5,0,0,10,,,Greater than 45
3387,Male,49,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
3391,Female,26,25 - 45,,African-American,0,8,0,3,9,,,25 - 45
3393,Male,28,25 - 45,,African-American,0,6,0,0,10,,,25 - 45
3394,Male,20,Less than 25,,Caucasian,0,8,0,0,3,,,Less than 25
3395,Male,31,25 - 45,,Other,0,1,0,0,0,,,25 - 45
3396,Male,45,Greater than 45,,African-American,0,5,0,0,0,,,Greater than 45
3398,Male,18,Less than 25,,African-American,1,10,2,2,3,,,Less than 25
3399,Male,32,25 - 45,,African-American,3,10,0,0,13,,,25 - 45
3401,Male,43,Greater than 45,,African-American,0,1,0,0,3,,,Greater than 45
3403,Male,31,25 - 45,,African-American,0,4,0,0,5,,,25 - 45
3404,Male,50,Greater than 45,,African-American,0,1,0,0,2,,,Greater than 45
3406,Male,18,Less than 25,,Caucasian,0,8,0,0,0,,,Less than 25
3407,Male,51,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
3408,Female,18,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
3409,Male,20,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
3410,Male,42,Greater than 45,,African-American,0,3,0,0,1,,,Greater than 45
3412,Male,22,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
3413,Male,28,25 - 45,,Caucasian,0,4,0,0,0,,,25 - 45
3415,Male,28,25 - 45,,African-American,0,5,0,0,2,,,25 - 45
3417,Male,26,25 - 45,,Caucasian,0,3,0,0,3,,,25 - 45
3419,Male,24,25 - 45,,African-American,0,5,0,0,7,,,25 - 45
3420,Male,39,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
3422,Male,33,25 - 45,,Caucasian,0,5,0,0,0,,,25 - 45
3423,Female,30,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
3425,Male,21,Less than 25,,Hispanic,1,10,0,0,6,,,Less than 25
3426,Male,23,25 - 45,,African-American,0,10,1,0,21,,,25 - 45
3427,Female,40,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3429,Male,18,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
3431,Female,25,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3434,Male,25,25 - 45,,African-American,0,10,0,0,25,,,25 - 45
3437,Female,18,Less than 25,,Caucasian,0,6,0,0,0,,,Less than 25
3438,Male,23,25 - 45,,Caucasian,0,6,0,0,0,,,25 - 45
3439,Male,32,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3441,Male,46,Greater than 45,,Caucasian,0,7,0,0,0,,,Greater than 45
3444,Male,42,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
3445,Male,25,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
3448,Female,33,25 - 45,,African-American,0,7,0,0,12,,,25 - 45
3452,Male,31,25 - 45,,African-American,0,1,0,0,3,,,25 - 45
3453,Male,42,Greater than 45,,African-American,0,3,0,0,15,,,Greater than 45
3454,Male,24,25 - 45,,African-American,0,3,0,0,9,,,25 - 45
3456,Male,18,Less than 25,,African-American,0,8,1,0,1,,,Less than 25
3457,Male,46,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
3458,Male,34,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
3460,Male,22,Less than 25,,African-American,0,6,0,0,3,,,Less than 25
3462,Male,35,25 - 45,,Caucasian,0,1,0,0,1,,,25 - 45
3464,Male,21,Less than 25,,Caucasian,0,5,0,1,1,,,Less than 25
3465,Male,46,Greater than 45,,Other,0,1,0,0,2,,,Greater than 45
3470,Male,22,Less than 25,,African-American,0,2,0,0,1,,,Less than 25
3475,Male,39,25 - 45,,Caucasian,0,5,0,0,5,,,25 - 45
3476,Male,25,25 - 45,,African-American,0,8,0,0,6,,,25 - 45
3480,Male,50,Greater than 45,,African-American,0,2,0,0,1,,,Greater than 45
3481,Female,26,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
3483,Male,36,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3484,Male,45,Greater than 45,,African-American,0,7,0,0,22,,,Greater than 45
3488,Male,33,25 - 45,,Caucasian,0,1,0,0,2,,,25 - 45
3489,Female,21,Less than 25,,African-American,0,9,0,0,1,,,Less than 25
3491,Male,33,25 - 45,,Hispanic,0,2,0,0,0,,,25 - 45
3493,Male,23,25 - 45,,African-American,0,2,0,0,2,,,25 - 45
3499,Female,27,25 - 45,,African-American,0,10,3,2,14,,,25 - 45
3500,Male,22,25 - 45,,Caucasian,0,6,0,0,2,,,25 - 45
3502,Male,31,25 - 45,,Hispanic,0,1,0,0,1,,,25 - 45
3504,Male,23,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
3507,Male,57,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
3508,Female,18,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
3511,Male,21,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
3515,Male,38,25 - 45,,Caucasian,0,1,0,0,4,,,25 - 45
3517,Male,45,Greater than 45,,Hispanic,0,1,0,0,1,,,Greater than 45
3521,Male,17,Less than 25,,African-American,0,10,1,0,1,,,Less than 25
3528,Female,21,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
3529,Male,28,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
3533,Male,23,25 - 45,,Caucasian,0,10,3,0,8,,,25 - 45
3535,Male,29,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
3536,Male,24,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
3538,Male,18,Less than 25,,African-American,0,2,0,0,1,,,Less than 25
3540,Male,21,Less than 25,,Caucasian,0,2,0,0,0,,,Less than 25
3542,Male,18,Less than 25,,Caucasian,0,6,0,1,0,,,Less than 25
3544,Male,22,Less than 25,,African-American,0,2,0,0,1,,,Less than 25
3546,Male,21,Less than 25,,Hispanic,0,2,0,0,0,,,Less than 25
3547,Male,45,Greater than 45,,African-American,0,4,0,0,3,,,Greater than 45
3551,Male,18,Less than 25,,African-American,0,6,0,0,1,,,Less than 25
3552,Male,26,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
3556,Male,30,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
3562,Male,49,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
3563,Male,43,Greater than 45,,African-American,0,7,0,0,17,,,Greater than 45
3564,Male,23,25 - 45,,African-American,0,7,0,1,8,,,25 - 45
3570,Male,39,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3571,Male,27,25 - 45,,Caucasian,0,8,0,0,1,,,25 - 45
3574,Male,21,Less than 25,,African-American,0,3,0,1,2,,,Less than 25
3576,Male,42,Greater than 45,,Caucasian,0,2,0,0,4,,,Greater than 45
3577,Male,36,25 - 45,,African-American,0,3,0,0,4,,,25 - 45
3582,Female,30,25 - 45,,Hispanic,0,3,0,0,0,,,25 - 45
3584,Male,24,25 - 45,,Caucasian,0,5,0,0,0,,,25 - 45
3585,Male,52,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
3591,Male,24,25 - 45,,Hispanic,0,3,0,0,2,,,25 - 45
3593,Male,59,Greater than 45,,Caucasian,0,4,0,0,1,,,Greater than 45
3594,Male,49,Greater than 45,,African-American,0,4,0,0,1,,,Greater than 45
3596,Male,54,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3597,Male,21,Less than 25,,Caucasian,0,5,0,3,3,,,Less than 25
3598,Male,31,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
3600,Male,24,25 - 45,,Hispanic,0,2,0,0,1,,,25 - 45
3601,Female,25,25 - 45,,African-American,0,7,0,0,10,,,25 - 45
3602,Male,32,25 - 45,,African-American,0,8,0,0,10,,,25 - 45
3603,Male,27,25 - 45,,African-American,0,6,0,0,6,,,25 - 45
3605,Male,42,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
3611,Male,58,Greater than 45,,Caucasian,0,6,0,0,10,,,Greater than 45
3614,Male,24,25 - 45,,African-American,0,9,0,0,1,,,25 - 45
3616,Male,47,Greater than 45,,African-American,1,7,0,0,10,,,Greater than 45
3617,Male,40,25 - 45,,African-American,0,1,0,0,4,,,25 - 45
3618,Male,36,25 - 45,,Caucasian,0,8,0,0,10,,,25 - 45
3622,Male,23,25 - 45,,African-American,0,10,0,0,3,,,25 - 45
3624,Male,19,Less than 25,,African-American,0,7,0,0,1,,,Less than 25
3626,Male,48,Greater than 45,,Caucasian,0,7,0,0,0,,,Greater than 45
3628,Male,23,Less than 25,,African-American,0,6,1,3,4,,,Less than 25
3630,Male,47,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3634,Male,36,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
3642,Male,38,25 - 45,,African-American,0,4,0,0,3,,,25 - 45
3643,Male,21,Less than 25,,African-American,0,6,0,0,1,,,Less than 25
3645,Male,32,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3646,Male,30,25 - 45,,Caucasian,0,7,0,0,11,,,25 - 45
3647,Male,18,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
3648,Male,47,Greater than 45,,African-American,0,6,0,0,10,,,Greater than 45
3649,Male,24,25 - 45,,African-American,0,8,0,0,4,,,25 - 45
3652,Male,25,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
3653,Male,22,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3655,Male,52,Greater than 45,,African-American,0,4,0,0,1,,,Greater than 45
3656,Male,19,Less than 25,,African-American,0,9,0,0,0,,,Less than 25
3657,Female,24,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
3658,Male,53,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
3662,Male,25,25 - 45,,African-American,0,7,0,0,4,,,25 - 45
3663,Male,30,25 - 45,,African-American,0,6,0,0,8,,,25 - 45
3666,Female,29,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3667,Male,23,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
3671,Male,31,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
3673,Male,30,25 - 45,,Other,0,1,0,0,0,,,25 - 45
3674,Female,30,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
3675,Male,34,25 - 45,,African-American,0,6,0,0,9,,,25 - 45
3676,Male,47,Greater than 45,,African-American,0,5,0,0,1,,,Greater than 45
3678,Male,32,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
3679,Female,45,Greater than 45,,Caucasian,0,3,0,0,0,,,Greater than 45
3684,Male,24,25 - 45,,African-American,0,7,1,2,5,,,25 - 45
3687,Male,43,Greater than 45,,African-American,0,1,0,0,13,,,Greater than 45
3692,Male,38,25 - 45,,African-American,0,2,0,0,8,,,25 - 45
3693,Male,22,Less than 25,,African-American,0,2,0,0,0,,,Less than 25
3696,Male,18,Less than 25,,African-American,0,9,1,0,1,,,Less than 25
3697,Male,51,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3698,Male,47,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
3699,Male,39,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
3700,Male,19,Less than 25,,African-American,0,4,0,0,1,,,Less than 25
3702,Male,43,Greater than 45,,Caucasian,0,8,0,0,5,,,Greater than 45
3704,Female,34,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
